index,left_x,left_y,right_x,depth,octave,response,valid_depth
416,106.560005,108.000008,-1.000000,-1.000000,2,42.000000,0
417,73.440002,125.280006,70.461494,5.915449,2,27.000000,1
418,165.600006,30.240002,161.090485,3.907113,2,10.000000,1
419,224.640015,100.800003,221.584167,5.765737,2,142.000000,1
420,303.840027,40.320000,-1.000000,-1.000000,2,118.000000,0
421,172.800003,40.320000,-1.000000,-1.000000,2,19.000000,0
422,296.640015,259.200012,292.076508,3.860893,2,50.000000,1
423,180.000000,205.920013,178.329300,10.546005,2,83.000000,1
424,530.496033,257.472015,525.640503,3.628690,3,52.000000,1
425,535.680054,228.096024,530.635071,3.492422,3,49.000000,1
426,483.840057,228.096024,478.824799,3.513121,3,87.000000,1
427,376.704041,509.760040,-1.000000,-1.000000,3,8.000000,0
428,347.328033,502.848053,-1.000000,-1.000000,3,9.000000,0
429,454.464050,369.792023,-1.000000,-1.000000,3,8.000000,0
